,M_CE1939,M_CE1940,M_CE1941,M_CE1944,M_urea,M_ametam,M_pyr,M_CE1556,M_ac,M_spmd,M_N1aspmd,M_sprm,M_CE1059,M_nadh,M_crtn,M_ptrc,M_1pyr5c,M_glu_L,M_HC00591,M_gly,M_glu5sa,M_5oxpro,M_ahcys,M_amet,M_n8aspmd,M_pcreat,M_coa,M_creat,M_5mta,M_13dampp,M_4abutn,M_CE4788,M_gln_L,M_gthrd,M_C03413,M_orn,M_asn_L,M_gudac,M_N1sprm,M_ala_L,M_adp,M_lys_L,M_acorn,M_2obut,M_nad,M_arg_L,M_akg,M_accoa,M_CE2072,M_CE5588,M_CE5586,M_atp
M_CE1939,0.0,0.8836246248313081,0.17968507255294588,0.19004023935743924,0.0004586501631794171,0.5651835708317762,0.005521331830885133,0.0028818256040496694,0.00393951824107062,9.566853754307608,0.5645503895595333,1.4009033807657916,0.09473468753727396,3.055156785153818e-05,3.0962870151717505e-05,0.971917683414941,0.0002906787741918308,5.78233223674308e-05,1.1805245416654428e-06,4.482438989708898e-05,0.002423122884654235,2.594671831711036e-05,0.008150144309329189,0.023830965845441695,2.63106634340659,0.00013629590925263896,0.021768628516640458,0.0018164157439924532,0.17245959821541512,1.8856250399350578,1.0338879445331433,0.110580502673095,8.294709191223866e-06,1.639109980198799e-05,0.08416332821619997,0.031790865575492155,0.0007588533856417639,0.0002827504306041642,0.7538272122646879,0.0004536949131031049,0.00041630175494737333,0.17968507255294583,0.0043905306211594166,1.1284200551247367e-06,0.0001289705589674046,0.0016557849143873024,3.855386690129136e-06,0.043564736805485234,95.40551440853828,0.8836246248313078,0.8890818570053711,0.0013239241281689993
M_CE1940,0.8836246248313075,0.0,95.40551440853825,0.1900402393574392,0.0004586501631794171,0.5651835708317758,0.005521331830885131,0.0028818256040496685,0.003939518241070619,9.566853754307605,0.564550389559533,1.4009033807657907,0.0947346875372739,3.055156785153818e-05,3.09628701517175e-05,0.9719176834149406,0.00029067877419183076,5.7823322367430796e-05,1.1805245416654428e-06,4.4824389897088976e-05,0.0024231228846542333,2.5946718317110348e-05,0.008150144309329185,0.023830965845441685,2.6310663434065886,0.00013629590925263896,0.021768628516640447,0.001816415743992452,0.17245959821541507,1.8856250399350567,1.0338879445331426,0.11058050267309495,8.294709191223864e-06,1.6391099801987986e-05,0.08416332821619993,0.03179086557549214,0.0007588533856417639,0.00028275043060416416,0.7538272122646874,0.00045369491310310483,0.0004163017549473733,0.17968507255294577,0.004390530621159414,1.1284200551247367e-06,0.0001289705589674046,0.0016557849143873015,3.855386690129135e-06,0.04356473680548521,0.17968507255294577,0.8836246248313072,0.8890818570053706,0.0013239241281689984
M_CE1941,0.29221617462968813,84.73678710579502,0.0,0.06284663158536814,0.00015167637460480925,0.1869071733501633,0.0018259141085194995,0.0009530247788320807,0.0013028055147377752,3.4513907917828766,0.18669777917765007,0.4632811429846469,0.03132892317432616,1.010363858778956e-05,1.0239639009043352e-05,0.32141483949648814,9.612800152759615e-05,1.9122303527305182e-05,3.904219990713034e-07,1.4823650687330909e-05,0.0008013309239828552,8.58066293353111e-06,0.0026952670322472378,0.007880940969626294,0.8700981386233837,4.507321548716956e-05,0.007198923085232824,0.0006006919943426757,0.057032683474719084,0.6235794244449904,0.34190851109190346,0.03656916111438693,2.743098886275801e-06,5.420549983969392e-06,0.027832956522199876,0.010513293610724101,0.0002509541245735113,9.35059839294189e-05,0.2492919480846737,0.00015003761655709246,0.0001376715301980297,0.05942215988030345,0.0014519560474679832,3.731924105875851e-07,4.265069910299974e-05,0.0005475709979993555,1.2749995069869304e-06,0.01440693286479364,0.05942215988030345,0.2922161746296881,0.2940208902742731,0.00043782414549691623
M_CE1944,0.15834692352188928,0.15834692352188928,0.032199852401248785,0.0,0.002108136526270333,0.10128367171589883,0.0012760835464414762,0.0007184227243105761,0.001923407890153968,1.8702493958207052,0.23181991450265116,0.2511089086368787,0.037104727714307055,5.476241179845649e-06,6.182683696860416e-06,4.48907537555938,0.0013417751945237382,0.00026647290072341357,5.440578069080507e-06,4.8539800814508914e-05,0.011185836246040401,0.00011957495054565128,0.001461117575557818,0.004272303046570621,0.47206472961134416,2.7217234234850314e-05,0.0050290961688421905,0.0003627252188330215,0.030905609714047193,8.99039677527236,47.531775810892036,0.03142389826938874,3.822647053435114e-05,5.261318476113048e-05,0.023714918279663856,0.14675650343286617,0.00018917728032704056,0.0006805895606941583,0.13596411287702503,0.00010903065674300936,7.46332731044031e-05,0.03219985240124878,0.01839948791254634,5.200487352316531e-06,2.3121574570624248e-05,0.007610636536654862,1.7767885017989827e-05,0.010064546198628873,0.03219985240124878,0.15834692352188923,39.18382440906755,0.0002373460249682326
M_urea,0.0004151452003450173,0.0004151452003450173,8.441957271692952e-05,0.0022920590970824536,0.0,0.0014633035766676995,0.0060156561596868,0.0022102923085399006,0.04113007660678354,0.004903315185133386,0.013615382466133525,0.0008170602696820556,0.002317057981846142,2.5132708491865195e-05,0.007395405503918071,0.43950843624750036,0.0518529329741456,0.011492420991140576,0.0002346611528362118,0.43177578753504936,0.4304014093401351,0.005157006011762884,0.006704318535555686,0.019603371707818368,0.0015335884521742128,0.0325542791138669,0.0005953604874893384,0.4338487238671645,0.00044650916529795,0.0009058517221630349,0.0248709066139664,0.001249897033709089,0.0016486214794706206,0.06460648104481347,0.0010122773831699008,5.644913236193297,0.0005820221130822424,7.34347321547731,0.0005162383281658805,0.047682666474316536,0.0003424489941046111,8.441957271692951e-05,0.7039519821475747,0.00022431033710651151,0.00010609071508474116,56.866881073470054,0.0007662877183889061,0.001191471218422861,8.441957271692951e-05,0.00041514520034501706,0.0005528325790059261,0.0010890621905773872
M_ametam,0.46297409868067546,0.46297409868067546,0.0941457867554715,0.09957383542761951,0.0015282926187710959,0.0,0.0062246822953931835,0.003205473635379883,0.004257391835283636,5.0125419568154275,0.30417541606750115,33.579507607553374,0.056801370030702646,0.019347938650056608,0.019516943808110088,0.5097278037360821,0.00015826361446231042,4.5857811328319406e-05,9.362496741700372e-07,0.005197804116141571,0.0012967300843809535,2.0577978968156682e-05,5.161428957381056,11.318988849901908,1.3850818758403172,0.08591287154702147,0.02426601353284909,1.1449550088982747,81.44861096190704,0.9879710799078734,0.541731754076669,0.20400564949743893,6.578495466113601e-06,0.0007619291318783491,0.15249518046746036,0.016990089048565693,0.000844078579841535,0.0878888414312001,2.2033805099878037,0.0010740954007373111,0.26364176126752153,0.09414578675547149,0.00259370626276931,8.94933589134323e-07,0.08167661986053609,0.005517317210631223,3.057721350102893e-06,0.048562661289104525,0.09414578675547149,0.4629740986806752,0.46583356126453507,0.8384317121133846
M_pyr,0.003464650759257424,0.003464650759257424,0.0007045369492906461,0.0009615180191202559,0.00737507827949347,0.0041607937845754206,0.0,0.842703265819705,1.0890201216743696,0.040921295965902695,0.7648362268884559,0.07324522336984403,3.051080423392972,1.9163721512103685e-06,0.000499714777291126,0.046939033151007434,0.0036910192543061103,0.018554088469208606,0.00037884937498056207,6.413598240014408,0.00279453072542906,0.008325801241291446,0.0005113904664157502,0.0014953101599623263,3.2598120490639646,0.0021997384870170293,6.392186421128162,0.029315735955373456,0.001269621906183771,0.007395407047457168,0.006449188476048811,0.22345267846569147,0.0026616416928832536,0.9336438415185522,1.278206386229273,0.008475703917951065,0.22190410473599687,0.49598938191809594,0.9198618626075973,51.988624730712786,2.612250513691457e-05,0.000704536949290646,0.12617770495949673,0.00036213799784335477,8.092952728440348e-06,0.026624909198107685,0.0012371453475867428,11.371059928183486,0.000704536949290646,0.0034646507592574227,0.0034993216610545758,8.307077803765103e-05
M_CE1556,0.002743429819624903,0.002743429819624903,0.0005578759297078902,0.0008393173604323608,0.003006116296340456,0.003222954828314883,1.276871250589724,0.0,29.41482556593617,0.03240289232866659,0.6028657580932054,0.05770321407035201,2.4030873184020365,1.7901505794128568e-07,1.6167973429165894e-06,0.05270563715807345,0.0019126301521138148,0.00039772182695880414,8.12043053939967e-06,0.006503323188412398,0.015916755583296614,0.00017846996172564327,4.777742074635401e-05,0.0001397001224713943,2.567454006069763,7.1148350643137115e-06,5.034451671722293,9.483194316371765e-05,0.00098344871292976,0.005856643729827033,0.005969660430354766,0.17603407970784005,5.705417257858805e-05,0.0010115042557857824,1.0067404212291016,0.2087971817788103,86.03398683974069,0.0014314502174276747,0.724493061399932,0.1045001316066606,2.4397952254168684e-06,0.00055787592970789,5.095485151831659,7.762092823581291e-06,7.55740031280643e-07,0.010852453806471027,2.6519009635951228e-05,8.955785687030918,0.00055787592970789,0.0027434298196249017,0.0027756649387585147,7.76099930475676e-06
M_ac,0.0028232451919557814,0.0028232451919557814,0.0005741067898843099,0.002227979511420367,0.053890840980450806,0.0031801447991113277,1.1929233935100005,21.326668253405163,0.0,0.033345595702530734,0.5717570600719694,0.05432509143051925,2.2463519917809625,2.3066783514351348e-07,1.7512078741385314e-05,0.32615685325677707,0.034305097968632695,0.006829075296456871,0.00013944087242601544,0.007060636912568532,0.28596216144860925,0.003064419078086564,6.152709609404736e-05,0.00017990344151226306,2.3994014697350483,7.708493468714888e-05,4.703409069810379,0.0010273132353923746,0.000970386131673627,0.006039385784304529,0.021245795311355738,0.16523287363302558,0.0009796514705360934,0.0021922292814266723,0.9411042512985749,3.7517556043967732,8.423739546156495,0.017217426967399464,0.67712063459798,0.09773742156516442,3.142482723102053e-06,0.0005741067898843097,46.02774750175786,0.00013329009053925916,9.735035993445748e-07,0.1945524525002307,0.0004553471488988857,8.366894026020518,0.0005741067898843097,0.00282324519195578,0.002940104466087214,9.994596462723274e-06
M_spmd,7.330765219157224,7.330765219157224,2.9814223130511874,2.482526452184466,0.005185964690556433,4.784767728863644,0.07463767846591747,0.038930405817633615,0.052744070086486385,0.0,4.709513191931721,11.740663553007064,0.9834140686998499,0.00034485817222935114,0.00034950901137089654,8.241171926476031,0.0032867236444090613,0.0006539836259657449,1.3353514746391826e-05,0.000568296765277867,0.02739810805008898,0.00029346264727517907,0.09199735640010252,0.26899967686271165,21.44215980530377,0.0015385244055809311,0.2942715778652519,0.02050381459330621,1.9466928796210055,16.03780272493117,8.642479031699771,1.1427051110485031,9.38158096049667e-05,0.0001942893239919072,0.8818187526066883,0.35945714526463984,0.010251315143937085,0.0031991645479677445,6.383366863814817,0.006128970665454819,0.004699152523822288,2.981422313051188,0.05058563324326175,1.2764490017521958e-05,0.001455804452213668,0.018721959143133897,4.3606058794208186e-05,0.5889146472163144,2.981422313051187,7.330765219157224,8.039213226818514,0.014944214625067776
M_N1aspmd,0.2878958571133928,0.2878958571133928,0.058543623259100445,0.15834573086640688,0.009209030443693618,0.18914862408961625,0.6973248849116401,0.36270409687036426,0.47304072660178853,3.116999550754263,0.0,0.6383144956275445,39.74287698830406,1.023512303220224e-05,1.3468881628475931e-05,14.65239160512358,0.0058613391942027694,0.0011737393103465612,2.3966257346473335e-05,0.003700181699686882,0.04884836694295874,0.0005266926741205149,0.0027303968287140153,0.007983662096725654,2.251319960677311,5.929134355293821e-05,2.7494066233815015,0.000790173554293364,0.057716637632282346,0.6152331613579055,1.404334468629561,23.315593334345827,0.00016837589901590603,0.0007375436353443423,17.67332182342713,0.640868018952046,0.09550874178530178,0.0031799731370074583,2.7074226129093977,0.057085849727062675,0.00013946569787915236,0.05854362325910043,0.1337353991345079,2.2909117263659944e-05,4.320644718906196e-05,0.033245706863280315,7.826186386796662e-05,4.890919225987314,0.05854362325910043,0.2878958571133926,0.2955890456238987,0.0004435305634150082
M_sprm,0.5935803359774553,0.5935803359774553,0.12070456561728837,0.12769773587963718,0.00039705353683870925,17.547916205283027,0.05505162192067015,0.028621148831097617,0.03713264277769817,6.426593507253646,0.5111300376352255,0.0,0.17641530750120799,0.0012647318416345154,0.0012758929173391246,0.6602711373714985,0.00019946497788388853,4.131971053363818e-05,8.436939792917726e-07,0.0006213304883482389,0.00166018013107395,1.8541230336975145e-05,0.337390739284031,0.9865283466278935,1.8703357191614565,0.005616427630201589,0.21703943397061898,0.0748497651388562,7.13940685740873,1.2666806821747876,0.694930510908804,2.3734283252978297,5.927327345883905e-06,9.720716590161832e-05,1.7627545513805367,0.021778618290657296,0.00753663900163708,0.0058586982151767305,23.17714910480931,0.004542732479159224,0.017233653197907046,0.12070456561728835,0.006964202789254432,8.064765821759756e-07,0.0053390113595368155,0.0014334135062790258,2.755035114642446e-06,0.4343528606671772,0.12070456561728835,0.5935803359774551,0.5972485371157245,0.054806353511531916
